#miRNA	read_count	precursor	total	aaa	aab	aac	aad	aae	aaf	aag	aah	aai	aaj	aak	aal	aam	aan	aao	aap	aaq	aar	aas	aat	aau	aav	aaw	aay	aaz	aba	abb	abc	abd	abe	abf	abg	abh	abi	abj	abk	abl	abm	abn	abo	abp	abq	abr	abs	abt	abu	abv	abw	aby	abz	aca	acb	aaa(norm)	aab(norm)	aac(norm)	aad(norm)	aae(norm)	aaf(norm)	aag(norm)	aah(norm)	aai(norm)	aaj(norm)	aak(norm)	aal(norm)	aam(norm)	aan(norm)	aao(norm)	aap(norm)	aaq(norm)	aar(norm)	aas(norm)	aat(norm)	aau(norm)	aav(norm)	aaw(norm)	aay(norm)	aaz(norm)	aba(norm)	abb(norm)	abc(norm)	abd(norm)	abe(norm)	abf(norm)	abg(norm)	abh(norm)	abi(norm)	abj(norm)	abk(norm)	abl(norm)	abm(norm)	abn(norm)	abo(norm)	abp(norm)	abq(norm)	abr(norm)	abs(norm)	abt(norm)	abu(norm)	abv(norm)	abw(norm)	aby(norm)	abz(norm)	aca(norm)	acb(norm)
hsa-miR-191-5p	4637868.00	hsa-mir-191	4637868.00	85875.00	64824.00	91432.00	82484.00	113968.00	102024.00	96280.00	99668.00	47486.00	93889.00	71396.00	63096.00	89562.00	103173.00	87118.00	69185.00	64717.00	44893.00	71732.00	62755.00	92997.00	96413.00	137585.00	76845.00	64459.00	37019.00	59044.00	64936.00	60872.00	73882.00	69638.00	99034.00	60144.00	67622.00	77326.00	78868.00	92687.00	78091.00	95770.00	115946.00	72283.00	12764.00	42478.00	112511.00	249371.00	168490.00	136237.00	183651.00	79061.00	134574.00	125851.00	115862.00	6638.17	4601.68	6811.26	5968.86	7838.79	6941.67	6331.38	7934.19	3412.43	6440.07	5669.48	4673.92	3356.51	7767.73	5927.53	4999.77	4727.62	3682.16	5267.45	4863.27	7309.49	7678.46	10804.26	6171.82	4864.45	3250.41	6271.94	5209.18	5179.80	7152.83	6312.63	8608.98	5188.76	6330.05	6386.72	7010.35	8107.63	6505.91	8100.58	9135.62	5117.53	884.09	3210.14	8114.15	19017.87	14035.81	10075.97	13366.25	6195.40	9133.47	9702.98	9712.73
hsa-miR-1910-5p	28.00	hsa-mir-1910	28.00	1.00	1.00	0	0	0	0	1.00	1.00	0	1.00	0	0	1.00	1.00	0	1.00	0	0	3.00	0	0	0	0	2.00	0	2.00	2.00	0	0	1.00	0	0	0	1.00	0	0	1.00	0	0	0	0	0	0	0	4.00	1.00	1.00	0	0	0	1.00	1.00	0.08	0.07	0	0	0	0	0.07	0.08	0	0.07	0	0	0.04	0.08	0	0.07	0	0	0.22	0	0	0	0	0.16	0	0.18	0.21	0	0	0.10	0	0	0	0.09	0	0	0.09	0	0	0	0	0	0	0	0.31	0.08	0.07	0	0	0	0.08	0.08
hsa-miR-1911-5p	0.00	hsa-mir-1911	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1914-5p	5.00	hsa-mir-1914	5.00	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	1.00	0	0	0	1.00	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0	0	0	0	0.07	0	0	0	0.07	0	0	0	0	0	0	0	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0
hsa-miR-1915-5p	0.00	hsa-mir-1915	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-192-5p	1409496.00	hsa-mir-192	1409496.00	29481.00	16457.00	21795.00	23395.00	18337.00	29439.00	22037.00	15421.00	23767.00	24725.00	34552.00	17247.00	61427.00	30261.00	6234.00	22952.00	36122.00	29025.00	34895.00	18441.00	27689.00	32804.00	33839.00	26520.00	22745.00	12514.00	27163.00	26248.00	24886.00	16718.00	26411.00	13666.00	16819.00	30183.00	12575.00	10008.00	31166.00	25575.00	17927.00	19924.00	17980.00	8636.00	31996.00	50594.00	67551.00	31691.00	31087.00	37073.00	34291.00	45946.00	53236.00	28025.00	2278.89	1168.24	1623.63	1692.95	1261.23	2003.02	1449.15	1227.61	1707.94	1695.95	2743.74	1277.59	2302.10	2278.30	424.16	1658.66	2638.74	2380.65	2562.42	1429.11	2176.33	2612.56	2657.31	2129.96	1716.47	1098.78	2885.39	2105.62	2117.63	1618.54	2394.14	1187.98	1451.01	2825.41	1038.63	889.58	2726.19	2130.70	1516.33	1569.85	1272.96	598.16	2418.00	3648.77	5151.66	2639.97	2299.17	2698.20	2687.12	3118.33	4104.44	2349.34
hsa-miR-193a-5p	386.00	hsa-mir-193a	386.00	14.00	7.00	9.00	8.00	7.00	13.00	7.00	4.00	8.00	4.00	6.00	5.00	7.00	9.00	1.00	10.00	10.00	8.00	15.00	5.00	5.00	12.00	4.00	5.00	3.00	10.00	6.00	4.00	4.00	10.00	7.00	12.00	7.00	9.00	7.00	4.00	12.00	5.00	6.00	6.00	6.00	2.00	3.00	19.00	31.00	8.00	5.00	3.00	0	13.00	1.00	0	1.08	0.50	0.67	0.58	0.48	0.88	0.46	0.32	0.57	0.27	0.48	0.37	0.26	0.68	0.07	0.72	0.73	0.66	1.10	0.39	0.39	0.96	0.31	0.40	0.23	0.88	0.64	0.32	0.34	0.97	0.63	1.04	0.60	0.84	0.58	0.36	1.05	0.42	0.51	0.47	0.42	0.14	0.23	1.37	2.36	0.67	0.37	0.22	0	0.88	0.08	0
hsa-miR-193b-5p	2.00	hsa-mir-193b	2.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-194-5p	16536.00	hsa-mir-194-1	16536.00	327.00	161.00	219.00	322.00	253.00	375.00	242.00	147.00	290.00	317.00	387.00	269.00	689.00	498.00	34.00	384.00	295.00	164.00	378.00	185.00	264.00	295.00	413.00	269.00	313.00	111.00	324.00	292.00	228.00	210.00	247.00	166.00	213.00	353.00	200.00	74.00	347.00	257.00	128.00	168.00	136.00	17.00	158.00	490.00	182.00	623.00	454.00	463.00	487.00	773.00	772.00	1173.00	25.28	11.43	16.31	23.30	17.40	25.51	15.91	11.70	20.84	21.74	30.73	19.93	25.82	37.49	2.31	27.75	21.55	13.45	27.76	14.34	20.75	23.49	32.43	21.60	23.62	9.75	34.42	23.42	19.40	20.33	22.39	14.43	18.38	33.04	16.52	6.58	30.35	21.41	10.83	13.24	9.63	1.18	11.94	35.34	13.88	51.90	33.58	33.70	38.16	52.46	59.52	98.33
hsa-miR-194-5p	17358.00	hsa-mir-194-2	17358.00	344.00	166.00	227.00	344.00	262.00	391.00	253.00	155.00	300.00	328.00	414.00	281.00	710.00	524.00	38.00	396.00	307.00	184.00	390.00	191.00	276.00	306.00	429.00	285.00	325.00	119.00	345.00	309.00	236.00	219.00	259.00	178.00	227.00	372.00	208.00	80.00	369.00	267.00	136.00	174.00	148.00	19.00	175.00	520.00	189.00	658.00	481.00	487.00	510.00	802.00	815.00	1230.00	26.59	11.78	16.91	24.89	18.02	26.60	16.64	12.34	21.56	22.50	32.88	20.82	26.61	39.45	2.59	28.62	22.43	15.09	28.64	14.80	21.69	24.37	33.69	22.89	24.53	10.45	36.65	24.79	20.08	21.20	23.48	15.47	19.58	34.82	17.18	7.11	32.28	22.24	11.50	13.71	10.48	1.32	13.23	37.50	14.41	54.81	35.57	35.44	39.96	54.43	62.84	103.11
hsa-miR-195-5p	29.00	hsa-mir-195	29.00	0	0	1.00	2.00	1.00	2.00	0	0	0	0	0	0	3.00	2.00	0	0	0	0	0	2.00	1.00	0	0	2.00	1.00	0	2.00	0	0	1.00	0	0	0	1.00	0	0	0	0	0	0	1.00	0	0	1.00	0	1.00	0	3.00	0	2.00	0	0	0	0	0.07	0.14	0.07	0.14	0	0	0	0	0	0	0.11	0.15	0	0	0	0	0	0.15	0.08	0	0	0.16	0.08	0	0.21	0	0	0.10	0	0	0	0.09	0	0	0	0	0	0	0.07	0	0	0.07	0	0.08	0	0.22	0	0.14	0	0
hsa-miR-196a-5p	5.00	hsa-mir-196a-1	5.00	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	1.00	0	0	0	0	0	1.00	0	1.00	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0.07	0	0	0	0	0	0.08	0	0.08	0	0	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-196a-5p	5.00	hsa-mir-196a-2	5.00	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	1.00	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0	0	0.08	0	0	0	0	0	0	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0
hsa-miR-196b-5p	336.00	hsa-mir-196b	336.00	3.00	3.00	6.00	8.00	5.00	22.00	10.00	5.00	3.00	10.00	8.00	4.00	6.00	3.00	0	11.00	3.00	7.00	12.00	4.00	6.00	5.00	12.00	3.00	6.00	2.00	7.00	5.00	4.00	12.00	6.00	3.00	5.00	11.00	7.00	2.00	8.00	6.00	6.00	12.00	2.00	2.00	0	2.00	5.00	7.00	0	40.00	1.00	4.00	4.00	8.00	0.23	0.21	0.45	0.58	0.34	1.50	0.66	0.40	0.22	0.69	0.64	0.30	0.22	0.23	0	0.79	0.22	0.57	0.88	0.31	0.47	0.40	0.94	0.24	0.45	0.18	0.74	0.40	0.34	1.16	0.54	0.26	0.43	1.03	0.58	0.18	0.70	0.50	0.51	0.95	0.14	0.14	0	0.14	0.38	0.58	0	2.91	0.08	0.27	0.31	0.67
hsa-miR-197-5p	15.00	hsa-mir-197	15.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	1.00	0	0	0	0	0	1.00	0	0	0	0	1.00	1.00	0	0	0	2.00	1.00	0	0	0	0	1.00	1.00	0	0	2.00	0	2.00	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0.07	0	0	0	0	0	0.08	0	0	0	0	0.10	0.09	0	0	0	0.17	0.09	0	0	0	0	0.07	0.07	0	0	0.15	0	0.15	0	0.08	0	0	0
hsa-miR-1973	0.00	hsa-mir-1973	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1976	313.00	hsa-mir-1976	313.00	3.00	10.00	4.00	4.00	5.00	4.00	6.00	11.00	13.00	8.00	9.00	9.00	13.00	4.00	3.00	10.00	9.00	4.00	4.00	7.00	8.00	4.00	1.00	9.00	11.00	12.00	10.00	5.00	4.00	14.00	3.00	5.00	10.00	4.00	11.00	4.00	0	7.00	5.00	4.00	7.00	3.00	2.00	2.00	2.00	4.00	5.00	1.00	4.00	8.00	2.00	2.00	0.23	0.71	0.30	0.29	0.34	0.27	0.39	0.88	0.93	0.55	0.71	0.67	0.49	0.30	0.20	0.72	0.66	0.33	0.29	0.54	0.63	0.32	0.08	0.72	0.83	1.05	1.06	0.40	0.34	1.36	0.27	0.43	0.86	0.37	0.91	0.36	0	0.58	0.42	0.32	0.50	0.21	0.15	0.14	0.15	0.33	0.37	0.07	0.31	0.54	0.15	0.17
hsa-miR-198	0.00	hsa-mir-198	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-199a-5p	2162.00	hsa-mir-199a-1	2162.00	41.00	29.00	37.00	31.00	45.00	41.00	32.00	25.00	42.00	24.00	49.00	42.00	65.00	43.00	3.00	21.00	99.00	37.00	50.00	31.00	39.00	60.00	59.00	75.00	41.00	19.00	39.00	60.00	29.00	21.00	36.00	27.00	30.00	40.00	22.00	6.00	39.00	30.00	10.00	36.00	15.00	1.00	23.00	47.00	72.00	77.00	67.00	35.00	85.00	41.00	80.00	114.00	3.17	2.06	2.76	2.24	3.10	2.79	2.10	1.99	3.02	1.65	3.89	3.11	2.44	3.24	0.20	1.52	7.23	3.03	3.67	2.40	3.07	4.78	4.63	6.02	3.09	1.67	4.14	4.81	2.47	2.03	3.26	2.35	2.59	3.74	1.82	0.53	3.41	2.50	0.85	2.84	1.06	0.07	1.74	3.39	5.49	6.41	4.96	2.55	6.66	2.78	6.17	9.56
hsa-miR-199a-5p	2162.00	hsa-mir-199a-2	2162.00	41.00	29.00	37.00	31.00	45.00	41.00	32.00	25.00	42.00	24.00	49.00	42.00	65.00	43.00	3.00	21.00	99.00	37.00	50.00	31.00	39.00	60.00	59.00	75.00	41.00	19.00	39.00	60.00	29.00	21.00	36.00	27.00	30.00	40.00	22.00	6.00	39.00	30.00	10.00	36.00	15.00	1.00	23.00	47.00	72.00	77.00	67.00	35.00	85.00	41.00	80.00	114.00	3.17	2.06	2.76	2.24	3.10	2.79	2.10	1.99	3.02	1.65	3.89	3.11	2.44	3.24	0.20	1.52	7.23	3.03	3.67	2.40	3.07	4.78	4.63	6.02	3.09	1.67	4.14	4.81	2.47	2.03	3.26	2.35	2.59	3.74	1.82	0.53	3.41	2.50	0.85	2.84	1.06	0.07	1.74	3.39	5.49	6.41	4.96	2.55	6.66	2.78	6.17	9.56
hsa-miR-199b-5p	892.00	hsa-mir-199b	892.00	13.00	3.00	7.00	8.00	15.00	15.00	8.00	5.00	10.00	16.00	6.00	8.00	16.00	15.00	0	11.00	14.00	9.00	16.00	2.00	5.00	8.00	13.00	10.00	6.00	8.00	3.00	9.00	6.00	2.00	8.00	0	6.00	16.00	6.00	0	5.00	7.00	6.00	7.00	7.00	0	24.00	67.00	78.00	51.00	31.00	36.00	37.00	48.00	110.00	75.00	1.00	0.21	0.52	0.58	1.03	1.02	0.53	0.40	0.72	1.10	0.48	0.59	0.60	1.13	0	0.79	1.02	0.74	1.17	0.15	0.39	0.64	1.02	0.80	0.45	0.70	0.32	0.72	0.51	0.19	0.73	0	0.52	1.50	0.50	0	0.44	0.58	0.51	0.55	0.50	0	1.81	4.83	5.95	4.25	2.29	2.62	2.90	3.26	8.48	6.29
hsa-miR-19a-5p	5.00	hsa-mir-19a	5.00	1.00	0	0	0	0	0	0	1.00	0	0	0	0	0	1.00	0	0	0	1.00	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0	0	0	0	0.08	0	0	0	0	0	0.08	0	0	0	0.08	0	0	0	0	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-19b-1-5p	2.00	hsa-mir-19b-1	2.00	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-19b-2-5p	0.00	hsa-mir-19b-2	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-200a-5p	0.00	hsa-mir-200a	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-200b-5p	1.00	hsa-mir-200b	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-200c-5p	1.00	hsa-mir-200c	1.00	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-202-5p	26.00	hsa-mir-202	26.00	0	1.00	0	0	1.00	1.00	0	3.00	1.00	0	2.00	2.00	3.00	1.00	0	1.00	1.00	0	0	0	0	1.00	1.00	1.00	0	2.00	0	0	0	0	0	1.00	0	1.00	0	0	1.00	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0.07	0	0	0.07	0.07	0	0.24	0.07	0	0.16	0.15	0.11	0.08	0	0.07	0.07	0	0	0	0	0.08	0.08	0.08	0	0.18	0	0	0	0	0	0.09	0	0.09	0	0	0.09	0	0	0	0	0	0	0	0	0.08	0	0	0	0	0	0
hsa-miR-203a-5p	0.00	hsa-mir-203a	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-203b-5p	0.00	hsa-mir-203b	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-204-5p	436.00	hsa-mir-204	436.00	2.00	12.00	5.00	2.00	12.00	3.00	3.00	1.00	1.00	0	8.00	10.00	13.00	10.00	0	3.00	9.00	30.00	7.00	12.00	16.00	9.00	54.00	7.00	4.00	1.00	9.00	10.00	2.00	0	7.00	5.00	6.00	16.00	5.00	1.00	3.00	1.00	1.00	9.00	6.00	1.00	1.00	4.00	4.00	14.00	5.00	43.00	11.00	23.00	11.00	4.00	0.15	0.85	0.37	0.14	0.83	0.20	0.20	0.08	0.07	0	0.64	0.74	0.49	0.75	0	0.22	0.66	2.46	0.51	0.93	1.26	0.72	4.24	0.56	0.30	0.09	0.96	0.80	0.17	0	0.63	0.43	0.52	1.50	0.41	0.09	0.26	0.08	0.08	0.71	0.42	0.07	0.08	0.29	0.31	1.17	0.37	3.13	0.86	1.56	0.85	0.34
hsa-miR-205-5p	4.00	hsa-mir-205	4.00	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-2052	0.00	hsa-mir-2052	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-2054	0.00	hsa-mir-2054	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-208a-5p	0.00	hsa-mir-208a	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-208b-5p	0.00	hsa-mir-208b	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-20a-5p	2071.00	hsa-mir-20a	2071.00	18.00	20.00	39.00	41.00	32.00	67.00	39.00	22.00	43.00	19.00	20.00	37.00	57.00	33.00	3.00	78.00	30.00	45.00	66.00	28.00	26.00	49.00	75.00	31.00	22.00	24.00	28.00	22.00	23.00	32.00	31.00	22.00	25.00	50.00	37.00	11.00	64.00	32.00	17.00	16.00	12.00	8.00	1.00	35.00	29.00	54.00	15.00	387.00	9.00	98.00	8.00	41.00	1.39	1.42	2.91	2.97	2.20	4.56	2.56	1.75	3.09	1.30	1.59	2.74	2.14	2.48	0.20	5.64	2.19	3.69	4.85	2.17	2.04	3.90	5.89	2.49	1.66	2.11	2.97	1.76	1.96	3.10	2.81	1.91	2.16	4.68	3.06	0.98	5.60	2.67	1.44	1.26	0.85	0.55	0.08	2.52	2.21	4.50	1.11	28.17	0.71	6.65	0.62	3.44
hsa-miR-20b-5p	1189.00	hsa-mir-20b	1189.00	21.00	10.00	25.00	32.00	21.00	32.00	22.00	15.00	22.00	12.00	27.00	19.00	24.00	19.00	4.00	57.00	14.00	19.00	30.00	21.00	9.00	37.00	45.00	14.00	16.00	8.00	12.00	19.00	6.00	20.00	18.00	16.00	24.00	20.00	19.00	8.00	21.00	16.00	19.00	13.00	7.00	3.00	3.00	24.00	14.00	38.00	19.00	171.00	15.00	49.00	11.00	29.00	1.62	0.71	1.86	2.32	1.44	2.18	1.45	1.19	1.58	0.82	2.14	1.41	0.90	1.43	0.27	4.12	1.02	1.56	2.20	1.63	0.71	2.95	3.53	1.12	1.21	0.70	1.27	1.52	0.51	1.94	1.63	1.39	2.07	1.87	1.57	0.71	1.84	1.33	1.61	1.02	0.50	0.21	0.23	1.73	1.07	3.17	1.41	12.45	1.18	3.33	0.85	2.43
hsa-miR-21-5p	27050.00	hsa-mir-21	27050.00	309.00	131.00	280.00	384.00	336.00	548.00	408.00	147.00	365.00	461.00	178.00	391.00	604.00	410.00	95.00	611.00	334.00	795.00	610.00	279.00	137.00	251.00	540.00	339.00	287.00	165.00	277.00	328.00	198.00	426.00	247.00	235.00	304.00	495.00	396.00	104.00	552.00	294.00	214.00	200.00	161.00	119.00	525.00	556.00	385.00	861.00	205.00	5359.00	406.00	853.00	1861.00	2094.00	23.89	9.30	20.86	27.79	23.11	37.29	26.83	11.70	26.23	31.62	14.13	28.96	22.64	30.87	6.46	44.15	24.40	65.21	44.79	21.62	10.77	19.99	42.41	27.23	21.66	14.49	29.42	26.31	16.85	41.24	22.39	20.43	26.23	46.34	32.71	9.24	48.29	24.49	18.10	15.76	11.40	8.24	39.68	40.10	29.36	71.72	15.16	390.03	31.82	57.89	143.48	175.54
hsa-miR-210-5p	742.00	hsa-mir-210	742.00	6.00	12.00	11.00	6.00	9.00	12.00	8.00	20.00	13.00	6.00	32.00	12.00	20.00	9.00	4.00	14.00	33.00	15.00	31.00	15.00	21.00	26.00	6.00	19.00	27.00	32.00	26.00	23.00	13.00	10.00	12.00	16.00	17.00	17.00	15.00	10.00	14.00	18.00	20.00	20.00	12.00	2.00	4.00	4.00	5.00	15.00	13.00	6.00	7.00	9.00	3.00	12.00	0.46	0.85	0.82	0.43	0.62	0.82	0.53	1.59	0.93	0.41	2.54	0.89	0.75	0.68	0.27	1.01	2.41	1.23	2.28	1.16	1.65	2.07	0.47	1.53	2.04	2.81	2.76	1.85	1.11	0.97	1.09	1.39	1.47	1.59	1.24	0.89	1.22	1.50	1.69	1.58	0.85	0.14	0.30	0.29	0.38	1.25	0.96	0.44	0.55	0.61	0.23	1.01
