#miRNA	read_count	precursor	total	aaa	aab	aac	aad	aae	aaf	aag	aah	aai	aaj	aak	aal	aam	aan	aao	aap	aaq	aar	aas	aat	aau	aav	aaw	aay	aaz	aba	abb	abc	abd	abe	abf	abg	abh	abi	abj	abk	abl	abm	abn	abo	abp	abq	abr	abs	abt	abu	abv	abw	aby	abz	aca	acb	aaa(norm)	aab(norm)	aac(norm)	aad(norm)	aae(norm)	aaf(norm)	aag(norm)	aah(norm)	aai(norm)	aaj(norm)	aak(norm)	aal(norm)	aam(norm)	aan(norm)	aao(norm)	aap(norm)	aaq(norm)	aar(norm)	aas(norm)	aat(norm)	aau(norm)	aav(norm)	aaw(norm)	aay(norm)	aaz(norm)	aba(norm)	abb(norm)	abc(norm)	abd(norm)	abe(norm)	abf(norm)	abg(norm)	abh(norm)	abi(norm)	abj(norm)	abk(norm)	abl(norm)	abm(norm)	abn(norm)	abo(norm)	abp(norm)	abq(norm)	abr(norm)	abs(norm)	abt(norm)	abu(norm)	abv(norm)	abw(norm)	aby(norm)	abz(norm)	aca(norm)	acb(norm)
hsa-miR-4740-5p	0.00	hsa-mir-4740	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4742-5p	5.00	hsa-mir-4742	5.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	1.00	0	1.00	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0	0	0	0	0	0	0.09	0	0.09	0	0	0	0	0	0	0.08	0	0	0	0	0	0	0	0	0	0	0	0.08
hsa-miR-4743-5p	0.00	hsa-mir-4743	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4744	2.00	hsa-mir-4744	2.00	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4745-5p	18.00	hsa-mir-4745	18.00	2.00	1.00	0	1.00	0	0	0	2.00	1.00	0	1.00	0	0	0	0	0	1.00	0	1.00	0	0	1.00	0	0	0	0	0	0	0	2.00	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	1.00	0	0	0	2.00	0.15	0.07	0	0.07	0	0	0	0.16	0.07	0	0.08	0	0	0	0	0	0.07	0	0.07	0	0	0.08	0	0	0	0	0	0	0	0.19	0	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0.07	0	0	0	0.17
hsa-miR-4745-3p	94.00	hsa-mir-4745	94.00	1.00	3.00	3.00	3.00	2.00	3.00	3.00	3.00	1.00	4.00	4.00	1.00	6.00	2.00	0	0	1.00	0	2.00	1.00	2.00	3.00	0	0	2.00	0	0	0	2.00	1.00	3.00	1.00	1.00	3.00	2.00	4.00	1.00	6.00	2.00	0	1.00	0	0	0	2.00	3.00	0	2.00	2.00	5.00	1.00	2.00	0.08	0.21	0.22	0.22	0.14	0.20	0.20	0.24	0.07	0.27	0.32	0.07	0.23	0.15	0	0	0.07	0	0.15	0.08	0.16	0.24	0	0	0.15	0	0	0	0.17	0.10	0.27	0.09	0.09	0.28	0.17	0.36	0.09	0.50	0.17	0	0.07	0	0	0	0.15	0.25	0	0.15	0.16	0.34	0.08	0.17
hsa-miR-4746-5p	1123.00	hsa-mir-4746	1123.00	14.00	12.00	12.00	20.00	21.00	21.00	12.00	4.00	14.00	29.00	14.00	8.00	24.00	18.00	16.00	19.00	18.00	16.00	20.00	7.00	20.00	15.00	30.00	20.00	28.00	10.00	10.00	20.00	13.00	10.00	13.00	9.00	11.00	19.00	19.00	8.00	15.00	15.00	23.00	15.00	23.00	2.00	43.00	17.00	26.00	42.00	34.00	70.00	44.00	43.00	81.00	56.00	1.08	0.85	0.89	1.45	1.45	1.43	0.79	0.32	1.01	1.99	1.11	0.59	0.90	1.36	1.09	1.37	1.32	1.31	1.47	0.54	1.57	1.20	2.36	1.61	2.12	0.88	1.07	1.61	1.11	0.97	1.18	0.78	0.95	1.78	1.57	0.71	1.31	1.25	1.95	1.18	1.63	0.14	3.25	1.23	1.99	3.51	2.52	5.10	3.45	2.92	6.25	4.70
hsa-miR-4747-5p	0.00	hsa-mir-4747	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4747-3p	15.00	hsa-mir-4747	15.00	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	1.00	0	0	0	1.00	0	1.00	1.00	0	0	0	0	0	0	0	0	2.00	0	0	0	1.00	0	2.00	0	0	0	1.00	0	0	0	0	1.00	0	1.00	1.00	1.00	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0.07	0	0.08	0.08	0	0	0	0	0	0	0	0	0.18	0	0	0	0.08	0	0.18	0	0	0	0.07	0	0	0	0	0.08	0	0.07	0.08	0.07	0	0
hsa-miR-4748	1.00	hsa-mir-4748	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4749-5p	0.00	hsa-mir-4749	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4750-5p	0.00	hsa-mir-4750	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4750-3p	3.00	hsa-mir-4750	3.00	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4751	14.00	hsa-mir-4751	14.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	1.00	2.00	0	0	0	0	1.00	0	0	0	1.00	0	2.00	1.00	1.00	0	1.00	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	1.00	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0.07	0.15	0	0	0	0	0.08	0	0	0	0.09	0	0.16	0.09	0.10	0	0.09	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0.08
hsa-miR-4752	0.00	hsa-mir-4752	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4753-5p	55.00	hsa-mir-4753	55.00	1.00	0	0	0	0	1.00	0	0	1.00	2.00	3.00	0	5.00	2.00	0	4.00	3.00	0	3.00	2.00	0	3.00	0	2.00	1.00	1.00	1.00	0	1.00	0	2.00	1.00	3.00	5.00	0	0	0	1.00	1.00	0	2.00	0	0	0	1.00	0	2.00	1.00	0	0	0	0	0.08	0	0	0	0	0.07	0	0	0.07	0.14	0.24	0	0.19	0.15	0	0.29	0.22	0	0.22	0.16	0	0.24	0	0.16	0.08	0.09	0.11	0	0.09	0	0.18	0.09	0.26	0.47	0	0	0	0.08	0.08	0	0.14	0	0	0	0.08	0	0.15	0.07	0	0	0	0
hsa-miR-4754	4.00	hsa-mir-4754	4.00	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0	0	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0
hsa-miR-4755-5p	206.00	hsa-mir-4755	206.00	3.00	6.00	5.00	2.00	5.00	3.00	5.00	6.00	6.00	5.00	5.00	6.00	16.00	4.00	4.00	5.00	4.00	2.00	5.00	6.00	5.00	6.00	2.00	2.00	2.00	4.00	2.00	1.00	4.00	2.00	7.00	3.00	4.00	6.00	2.00	2.00	4.00	3.00	6.00	4.00	2.00	0	1.00	1.00	6.00	6.00	5.00	0	1.00	6.00	2.00	2.00	0.23	0.43	0.37	0.14	0.34	0.20	0.33	0.48	0.43	0.34	0.40	0.44	0.60	0.30	0.27	0.36	0.29	0.16	0.37	0.47	0.39	0.48	0.16	0.16	0.15	0.35	0.21	0.08	0.34	0.19	0.64	0.26	0.35	0.56	0.17	0.18	0.35	0.25	0.51	0.32	0.14	0	0.08	0.07	0.46	0.50	0.37	0	0.08	0.41	0.15	0.17
hsa-miR-4756-5p	0.00	hsa-mir-4756	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4757-5p	8.00	hsa-mir-4757	8.00	0	0	0	1.00	0	0	0	0	0	0	2.00	0	2.00	0	0	1.00	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0.16	0	0.08	0	0	0.07	0	0	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4758-5p	0.00	hsa-mir-4758	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4759	0.00	hsa-mir-4759	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4760-5p	0.00	hsa-mir-4760	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4761-5p	0.00	hsa-mir-4761	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4762-5p	236.00	hsa-mir-4762	236.00	6.00	4.00	2.00	6.00	1.00	3.00	9.00	3.00	5.00	2.00	10.00	4.00	17.00	2.00	0	7.00	11.00	1.00	3.00	1.00	3.00	4.00	8.00	5.00	2.00	4.00	2.00	3.00	2.00	4.00	3.00	4.00	4.00	10.00	4.00	0	1.00	4.00	2.00	3.00	5.00	2.00	2.00	9.00	10.00	13.00	7.00	8.00	3.00	2.00	3.00	3.00	0.46	0.28	0.15	0.43	0.07	0.20	0.59	0.24	0.36	0.14	0.79	0.30	0.64	0.15	0	0.51	0.80	0.08	0.22	0.08	0.24	0.32	0.63	0.40	0.15	0.35	0.21	0.24	0.17	0.39	0.27	0.35	0.35	0.94	0.33	0	0.09	0.33	0.17	0.24	0.35	0.14	0.15	0.65	0.76	1.09	0.52	0.58	0.24	0.14	0.23	0.25
hsa-miR-4763-5p	24.00	hsa-mir-4763	24.00	0	0	1.00	0	1.00	0	0	0	1.00	0	1.00	0	4.00	0	0	0	2.00	0	1.00	0	1.00	1.00	0	1.00	0	1.00	1.00	1.00	1.00	0	0	0	1.00	1.00	1.00	0	0	1.00	0	0	0	0	0	0	0	0	0	1.00	1.00	0	0	0	0	0	0.07	0	0.07	0	0	0	0.07	0	0.08	0	0.15	0	0	0	0.15	0	0.07	0	0.08	0.08	0	0.08	0	0.09	0.11	0.08	0.09	0	0	0	0.09	0.09	0.08	0	0	0.08	0	0	0	0	0	0	0	0	0	0.07	0.08	0	0	0
hsa-miR-4764-5p	0.00	hsa-mir-4764	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4766-5p	6.00	hsa-mir-4766	6.00	0	0	1.00	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	2.00	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0.07	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0	0	0	0	0.16	0	0	0	0	0	0	0	0	0	0	0	0.08
hsa-miR-4767	15.00	hsa-mir-4767	15.00	0	0	0	0	0	1.00	0	1.00	0	0	1.00	0	1.00	0	0	2.00	1.00	0	0	0	1.00	1.00	0	1.00	0	0	0	0	0	1.00	0	0	0	1.00	0	0	1.00	1.00	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0.08	0	0	0.08	0	0.04	0	0	0.14	0.07	0	0	0	0.08	0.08	0	0.08	0	0	0	0	0	0.10	0	0	0	0.09	0	0	0.09	0.08	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0
hsa-miR-4768-5p	11.00	hsa-mir-4768	11.00	0	0	0	0	0	0	1.00	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	2.00	0	1.00	1.00	0	0	1.00	0	0	0	1.00	0	0	0	0	1.00	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0.07	0	0	0	0.08	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0	0	0.21	0	0.09	0.10	0	0	0.09	0	0	0	0.09	0	0	0	0	0.07	0	0	0	0	0	0	0	0.07	0	0
hsa-miR-4769-5p	0.00	hsa-mir-4769	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4770	0.00	hsa-mir-4770	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4772-5p	34.00	hsa-mir-4772	34.00	1.00	1.00	0	1.00	0	0	0	0	0	0	0	0	1.00	0	0	2.00	0	1.00	0	2.00	0	0	0	0	0	0	0	0	0	0	2.00	0	0	0	1.00	0	0	0	0	0	0	0	1.00	2.00	3.00	1.00	3.00	8.00	0	0	3.00	1.00	0.08	0.07	0	0.07	0	0	0	0	0	0	0	0	0.04	0	0	0.14	0	0.08	0	0.16	0	0	0	0	0	0	0	0	0	0	0.18	0	0	0	0.08	0	0	0	0	0	0	0	0.08	0.14	0.23	0.08	0.22	0.58	0	0	0.23	0.08
hsa-miR-4774-5p	0.00	hsa-mir-4774	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4775	52.00	hsa-mir-4775	52.00	2.00	0	1.00	2.00	0	1.00	2.00	0	3.00	3.00	2.00	0	1.00	0	0	0	2.00	5.00	0	0	1.00	0	1.00	1.00	2.00	1.00	1.00	0	1.00	2.00	0	0	0	2.00	0	1.00	0	1.00	3.00	0	1.00	0	0	0	0	1.00	0	1.00	2.00	4.00	2.00	0	0.15	0	0.07	0.14	0	0.07	0.13	0	0.22	0.21	0.16	0	0.04	0	0	0	0.15	0.41	0	0	0.08	0	0.08	0.08	0.15	0.09	0.11	0	0.09	0.19	0	0	0	0.19	0	0.09	0	0.08	0.25	0	0.07	0	0	0	0	0.08	0	0.07	0.16	0.27	0.15	0
hsa-miR-4776-5p	0.00	hsa-mir-4776-1	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4776-5p	0.00	hsa-mir-4776-2	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4777-5p	0.00	hsa-mir-4777	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4778-5p	0.00	hsa-mir-4778	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4781-5p	1.00	hsa-mir-4781	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0
hsa-miR-4782-5p	0.00	hsa-mir-4782	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4783-5p	0.00	hsa-mir-4783	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4784	1.00	hsa-mir-4784	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4786-5p	32.00	hsa-mir-4786	32.00	1.00	0	0	0	1.00	0	1.00	0	1.00	0	0	0	1.00	0	1.00	2.00	0	0	1.00	1.00	2.00	0	0	1.00	0	0	0	1.00	0	0	0	1.00	0	0	0	1.00	0	0	2.00	0	0	0	5.00	1.00	0	1.00	0	1.00	2.00	1.00	2.00	1.00	0.08	0	0	0	0.07	0	0.07	0	0.07	0	0	0	0.04	0	0.07	0.14	0	0	0.07	0.08	0.16	0	0	0.08	0	0	0	0.08	0	0	0	0.09	0	0	0	0.09	0	0	0.17	0	0	0	0.38	0.07	0	0.08	0	0.07	0.16	0.07	0.15	0.08
hsa-miR-4787-5p	2.00	hsa-mir-4787	2.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4788	0.00	hsa-mir-4788	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4789-5p	0.00	hsa-mir-4789	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4790-5p	0.00	hsa-mir-4790	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4791	0.00	hsa-mir-4791	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
